100110000000000000,0.06201
011010110001000000,0.062499
000011000000100000,0.062255
111001100000100000,0.06201
110111000001100000,0.062254
100001010001100000,0.062011
001001101001100000,0.062011
101101101100010000,0.062499
010010001110010000,0.062011
001000011110010000,0.062011
111100011110010000,0.062254
100101010001010000,0.062499
011110110101010000,0.062499
000000000011010000,0.062011
110100000011010000,0.062254
010001010011010000,0.062011
111000000111010000,0.062498
000100000111010000,0.061766
101001010111010000,0.061766
010101010111010000,0.061766
110000000001110000,0.06201
001101010001110000,0.062255
101100010101110000,0.062499
000001001000001000,0.062255
110100111000001000,0.06201
110000100100001000,0.061766
101001101110001000,0.062255
010101101110001000,0.062255
110101000000101000,0.061766
001010000001101000,0.06079
111010000001101000,0.060545
111010100001101000,0.060545
100001100001101000,0.06079
111010010001101000,0.060545
100001110001101000,0.06079
001001110001101000,0.06079
111001110001101000,0.060545
001110000000011000,0.062255
001101110000011000,0.062255
110100101100011000,0.061277
000000111100011000,0.062011
111000111100011000,0.061277
101101111010011000,0.062499
101110000110011000,0.060546
000000010110011000,0.060546
110100010110011000,0.060789
000000101110011000,0.060546
111000101110011000,0.060789
000100101110011000,0.060546
111100101110011000,0.060789
111000011110011000,0.060789
000100011110011000,0.060546
001101100001011000,0.062499
101010001101011000,0.062499
110000010011011000,0.061766
101001111110111000,0.062255
010101111110111000,0.062255
000111010000000100,0.062255
000010110000000100,0.062255
010111010001000100,0.062255
001011101001000100,0.062255
101000010101000100,0.062255
010011110101000100,0.062255
010110101000100100,0.062499
101011100100100100,0.062255
100111001100100100,0.062255
100001000001100100,0.061522
010011000001100100,0.061522
110011010001100100,0.061766
110110110001100100,0.061766
001101001001100100,0.061522
001001011101100100,0.062499
010000000011100100,0.062255
101100000011100100,0.062255
001000000111010100,0.061766
111100000111010100,0.062498
101101010111010100,0.061766
001100011111010100,0.061766
100011011010110100,0.062255
100111111010110100,0.062255
010100000001110100,0.061522
010001000001110100,0.061522
100101000001110100,0.061522
011010101001110100,0.061522
101111101001110100,0.061522
001111100101110100,0.062499
100000000011110100,0.06079
011000000011110100,0.06079
100100000011110100,0.06079
011100000011110100,0.06079
101001000011110100,0.06079
010101000011110100,0.06079
100010100011110100,0.06079
011110100011110100,0.06079
111001010000001100,0.061766
100101110000011100,0.062499
010001111110011100,0.062499
011111010010111100,0.061766
011011110010111100,0.061766
100011111010111100,0.061766
011111111010111100,0.061766
011011010101111100,0.062255
010111110101111100,0.062255
001100101110000010,0.062499
011011101001000010,0.062255
001111111001000010,0.062255
100011100101000010,0.061278
011111100101000010,0.061278
100000010101000010,0.061278
011000010101000010,0.061278
100100010101000010,0.061278
011100010101000010,0.061278
