155648,0.06201
109632,0.062499
12320,0.062255
235552,0.06201
225376,0.062254
136288,0.062011
39520,0.062011
187152,0.062499
74640,0.062011
34704,0.062011
247696,0.062254
152656,0.062499
126288,0.062499
208,0.062011
213200,0.062254
70864,0.062011
229840,0.062498
16848,0.061766
169424,0.061766
87504,0.061766
196720,0.06201
54384,0.062255
181616,0.062499
4616,0.062255
216584,0.06201
198920,0.061766
170888,0.062255
88968,0.062255
217128,0.061766
41064,0.06079
237672,0.060545
239720,0.060545
137320,0.06079
238696,0.060545
138344,0.06079
40040,0.06079
236648,0.060545
57368,0.062255
56344,0.062255
215832,0.061277
3864,0.062011
233240,0.061277
188056,0.062499
188824,0.060546
1432,0.060546
214424,0.060789
2968,0.060546
232344,0.060789
19352,0.060546
248728,0.060789
231320,0.060789
18328,0.060546
55384,0.062499
172888,0.062499
197848,0.061766
171960,0.062255
90040,0.062255
29700,0.062255
11268,0.062255
95300,0.062255
47684,0.062255
165188,0.062255
81220,0.062255
92708,0.062499
178468,0.062255
160548,0.062255
135268,0.061522
77924,0.061522
210020,0.061766
224356,0.061766
53860,0.061522
38756,0.062499
65764,0.062255
180452,0.062255
33236,0.061766
246228,0.062498
185812,0.061766
51156,0.061766
145076,0.062255
163508,0.062255
82036,0.061522
69748,0.061522
151668,0.061522
109172,0.061522
195188,0.061522
63860,0.062499
131316,0.06079
98548,0.06079
147700,0.06079
114932,0.06079
168180,0.06079
86260,0.06079
141556,0.06079
125172,0.06079
234508,0.061766
154652,0.062499
73628,0.062499
128188,0.061766
113852,0.061766
147132,0.061766
130748,0.061766
111996,0.062255
97660,0.062255
52098,0.062499
113218,0.062255
65090,0.062255
145730,0.061278
129346,0.061278
132418,0.061278
99650,0.061278
148802,0.061278
116034,0.061278
83138,0.062255
195778,0.062255
30754,0.062011
48162,0.062011
166434,0.062011
96418,0.062499
78946,0.062255
93282,0.062255
142802,0.062499
211186,0.062254
161522,0.062011
179954,0.062011
67058,0.062499
58378,0.062011
127498,0.062011
173578,0.062011
75530,0.062255
190218,0.062255
182858,0.062499
156714,0.062255
200234,0.06201
110762,0.062499
139370,0.062011
42090,0.062011
13418,0.062011
218346,0.061766
153626,0.062255
234010,0.06201
72090,0.061766
35738,0.061766
20378,0.061766
249754,0.062498
91098,0.062499
5178,0.062499
226426,0.061033
240762,0.061033
206598,0.061766
242822,0.061277
257158,0.061277
22150,0.062011
106886,0.062499
177350,0.062499
159174,0.062499
207398,0.06201
69158,0.062255
244006,0.061277
228646,0.061277
108326,0.062011
258470,0.062254
22950,0.062011
37798,0.062011
208998,0.060789
61542,0.058593
134246,0.058593
101478,0.058593
150630,0.058593
117862,0.058593
76902,0.058593
207974,0.060789
60518,0.058593
191590,0.058593
15462,0.058593
261222,0.060789
223846,0.060789
260710,0.060789
124518,0.058593
85606,0.058593
245350,0.060789
193894,0.061522
175462,0.061522
123750,0.061522
223078,0.061766
259942,0.061766
119014,0.061766
192742,0.061766
62694,0.061766
44262,0.061766
45542,0.060302
120294,0.060302
25574,0.060302
222182,0.062986
27622,0.060302
121830,0.060302
26598,0.060302
24550,0.060302
221158,0.062986
122854,0.060302
8214,0.06079
253974,0.060545
10262,0.06079
256022,0.060545
9238,0.06079
254998,0.060545
7190,0.06079
252950,0.060545
105238,0.062499
106134,0.062499
205718,0.061033
204694,0.061033
29270,0.062255
252502,0.06201
103894,0.062255
203734,0.06201
251702,0.061766
176758,0.062499
46966,0.062255
28534,0.062255
164086,0.062011
102646,0.062011
184566,0.062011
49654,0.062255
202230,0.06201
144142,0.062255
91918,0.062255
250766,0.06201
36750,0.062255
162126,0.062011
212302,0.062254
68430,0.062011
227534,0.061766
59438,0.06079
183342,0.06079
133678,0.06079
100910,0.06079
150062,0.06079
117294,0.06079
76334,0.06079
191022,0.06079
84270,0.062255
53038,0.062255
174254,0.062499
43118,0.061522
14446,0.061522
140398,0.061522
167022,0.061522
31854,0.061522
200942,0.061766
219630,0.061766
21278,0.062499
241758,0.06201
6238,0.062255
94334,0.062499
157950,0.062255
80126,0.062255
